OTU	Test-Statistic	P	FDR_P	Bonferroni_P	OL_mean	OSCC_mean	PVL_mean	CTRL_mean	taxonomy
305	7.44215607861	0.0590634857941	0.450644136586	1.0	0.0	2.1973625	1.14565714286	0.6134	1__Bacteria; 2__Proteobacteria; 3__Betaproteobacteria; 4__Burkholderiales; 5__Alcaligenaceae; 6__Achromobacter; 7__Achromobacter sp. Root565
311	7.23595201238	0.0647455789371	0.450644136586	1.0	0.2275375	1.50881875	0.0	2.30574	1__Bacteria; 2__Bacteroidetes; 3__Bacteroidia; 4__Bacteroidales; 5__Prevotellaceae; 6__Alloprevotella; 7__Alloprevotella tannerae
173	7.23365384615	0.0648117986631	0.450644136586	1.0	2.6236125	1.18593125	4.37841428571	1.24864	1__Bacteria; 2__Firmicutes; 3__Bacilli; 4__Bacillales; 5__Bacillaceae; 6__Bacillus; 7__Bacillus thermoamylovorans
1024	7.21474236641	0.0653592138645	0.450644136586	1.0	0.6010875	0.30538125	0.452114285714	2.27432	1__Prophage; 2__Proteobacteria prophage; 3__Gammaproteobacteria prophage; 4__Pasteurellales prophage; 5__Pasteurellaceae prophage; 6__Haemophilus prophage; 7__Haemophilus influenzae
98	7.17172197165	0.0666212211434	0.450644136586	1.0	5.377175	6.978475	3.47092857143	6.47626	1__Bacteria; 2__Actinobacteria; 3__Actinobacteria; 4__Corynebacteriales; 5__Corynebacteriales_u; 6__Corynebacteriales_u_u; 7__Corynebacteriales_u_u_u
369	7.1157376502	0.0682988956597	0.450644136586	1.0	0.8770875	0.231275	2.06877142857	1.00534	1__Bacteria; 2__Firmicutes; 3__Bacilli; 4__Bacillales; 5__Bacillaceae; 6__Bacillus; 7__Bacillus_u
154	7.07922284159	0.0694150831479	0.450644136586	1.0	3.7314375	3.8629875	2.8133	5.77434	1__Bacteria; 2__Actinobacteria; 3__Actinobacteria; 4__Micrococcales; 5__Micrococcaceae; 6__Kocuria; 7__Kocuria_u
4	7.03765405214	0.0707072445677	0.450644136586	1.0	2.5330625	5.0374625	4.18348571429	4.96524	1__Eukaryota; 2__undetermined Eukaryota; 3__undetermined Eukaryota; 4__undetermined Eukaryota; 5__undetermined Eukaryota; 6__undetermined Eukaryota; 7__undetermined Eukaryota
113	6.94727084447	0.0735975556556	0.450644136586	1.0	1.24085	4.5146625	3.02937142857	4.2544	1__Bacteria; 2__Actinobacteria; 3__Actinobacteria; 4__Micrococcales; 5__Micrococcaceae; 6__Rothia; 7__Rothia_u
2	6.91449704142	0.0746735556003	0.450644136586	1.0	2.0583625	5.322775	3.90378571429	2.71212	1__Eukaryota; 2__Ascomycota; 3__Ascomycota_u; 4__Ascomycota_u_u; 5__Ascomycota_u_u_u; 6__Ascomycota_u_u_u_u; 7__Ascomycota_u_u_u_u_u
314	6.86500091108	0.0763274229103	0.450644136586	1.0	0.0	0.6780625	0.808314285714	2.64998	1__Bacteria; 2__Actinobacteria; 3__Actinobacteria; 4__Streptomycetales; 5__Streptomycetaceae; 6__Streptomyces; 7__Streptomyces sp. NRRL WC-3744
124	6.84204545455	0.077106411203	0.450644136586	1.0	0.397525	0.97318125	1.84938571429	4.78378	1__Bacteria; 2__Bacteroidetes; 3__Bacteroidia; 4__Bacteroidales; 5__Bacteroidaceae; 6__Bacteroidaceae_u; 7__Bacteroidaceae_u_u
3	6.73009503608	0.0810166860747	0.46320409647	1.0	5.4184375	3.173425	2.42414285714	1.59836	1__Eukaryota; 2__Ascomycota; 3__Saccharomycetes; 4__Saccharomycetales; 5__Debaryomycetaceae; 6__Candida; 7__Candida orthopsilosis
1019	6.61891025641	0.0850891095897	0.476136932385	1.0	0.2275375	1.9050875	2.7028	2.93268	1__Prophage; 2__Proteobacteria prophage; 3__Gammaproteobacteria prophage; 4__Pasteurellales prophage; 5__Pasteurellaceae prophage; 6__Haemophilus prophage; 7__[Haemophilus] parasuis
232	6.51438679245	0.0890968479394	0.481117624773	1.0	1.48845	0.68988125	0.0	2.44952	1__Bacteria; 2__Proteobacteria; 3__Betaproteobacteria; 4__Burkholderiales; 5__Burkholderiales_n; 6__Burkholderiales_n_n; 7__Burkholderiales bacterium YL45
281	6.41233434739	0.093184681122	0.481117624773	1.0	0.0	1.9770375	1.65607142857	1.38834	1__Bacteria; 2__Actinobacteria; 3__Coriobacteriia; 4__Coriobacteriales; 5__Coriobacteriaceae; 6__Coriobacteriaceae_u; 7__Coriobacteriaceae_u_u
334	6.30429461504	0.0977085395903	0.481117624773	1.0	2.2586625	0.3510375	0.5724	1.24864	1__Bacteria; 2__Actinobacteria; 3__Actinobacteria; 4__Micrococcales; 5__Micrococcaceae; 6__Kocuria; 7__Kocuria rhizophila
1012	6.2764948287	0.0989062474815	0.481117624773	1.0	4.939625	4.13696875	6.05227142857	7.0354	1__Prophage; 2__Proteobacteria prophage; 3__Gammaproteobacteria prophage; 4__Enterobacterales prophage; 5__Enterobacteriaceae prophage; 6__Enterobacteriaceae prophage_u; 7__Enterobacteriaceae prophage_u_u
117	6.26564313346	0.0993775865786	0.481117624773	1.0	0.9809125	1.61114375	0.0	4.64082	1__Bacteria; 2__Firmicutes; 3__Erysipelotrichia; 4__Erysipelotrichales; 5__Erysipelotrichaceae; 6__Faecalibaculum; 7__Faecalibaculum rodentium
0	6.25482625483	0.0998495572211	0.481117624773	1.0	9.2078375	8.7751	7.45932857143	7.94996	1__Eukaryota; 2__Basidiomycota; 3__Malasseziomycetes; 4__Malasseziales; 5__Malasseziaceae; 6__Malassezia; 7__Malassezia globosa
248	6.23766013199	0.100602978918	0.481117624773	1.0	0.3879375	1.508075	2.69447142857	2.79336	1__Bacteria; 2__Proteobacteria; 3__Gammaproteobacteria; 4__Enterobacteriales; 5__Enterobacteriaceae; 6__Salmonella; 7__Salmonella enterica
302	6.23741103203	0.100613951949	0.481117624773	1.0	2.000825	0.26405625	0.0	0.64664	1__Bacteria; 2__Proteobacteria; 3__Alphaproteobacteria; 4__Rhizobiales; 5__Methylobacteriaceae; 6__Methylobacterium; 7__Methylobacterium_u
280	6.05094294004	0.109157874245	0.498933671074	1.0	0.0	1.00803125	2.0322	2.2241	1__Bacteria; 2__Actinobacteria; 3__Coriobacteriia; 4__Coriobacteriia_u; 5__Coriobacteriia_u_u; 6__Coriobacteriia_u_u_u; 7__Coriobacteriia_u_u_u_u
227	5.98785423137	0.112202640699	0.498933671074	1.0	0.5123	2.538275	3.25075714286	1.2796	1__Bacteria; 2__Proteobacteria; 3__Gammaproteobacteria; 4__Aeromonadales; 5__Aeromonadaceae; 6__Aeromonas; 7__Aeromonas_u
343	5.96804072096	0.113175508593	0.498933671074	1.0	0.0	1.8064	0.598442857143	0.80272	1__Bacteria; 2__Proteobacteria; 3__Betaproteobacteria; 4__Burkholderiales; 5__Burkholderiales_n; 6__Rubrivivax; 7__Rubrivivax gelatinosus
1011	5.96222222222	0.113462731635	0.498933671074	1.0	4.02245	3.6146875	3.40027142857	6.16086	1__Prophage; 2__Firmicutes prophage; 3__Bacilli prophage; 4__Bacillales prophage; 5__Bacillaceae prophage; 6__Bacillus prophage; 7__Bacillus thuringiensis
82	5.95490003418	0.113825172108	0.498933671074	1.0	2.1220625	2.4052875	5.57981428571	6.06442	1__Bacteria; 2__Firmicutes; 3__Negativicutes; 4__Negativicutes_u; 5__Negativicutes_u_u; 6__Negativicutes_u_u_u; 7__Negativicutes_u_u_u_u
80	5.88649600978	0.11726493374	0.505584878254	1.0	5.7214375	6.21481875	6.5619	8.72636	1__Bacteria; 2__Firmicutes; 3__Clostridia; 4__Clostridiales; 5__Clostridiales_u; 6__Clostridiales_u_u; 7__Clostridiales_u_u_u
138	5.74697880097	0.124590551766	0.514773697822	1.0	1.5489125	4.575625	4.06775714286	2.31764	1__Bacteria; 2__Proteobacteria; 3__Gammaproteobacteria; 4__Orbales; 5__Orbaceae; 6__Gilliamella; 7__Gilliamella apicola
1	5.73788610039	0.125082815423	0.514773697822	1.0	6.2993875	7.90201875	6.65075714286	6.58076	1__Eukaryota; 2__Basidiomycota; 3__Basidiomycota_u; 4__Basidiomycota_u_u; 5__Basidiomycota_u_u_u; 6__Basidiomycota_u_u_u_u; 7__Basidiomycota_u_u_u_u_u
136	5.73447204969	0.125268124185	0.514773697822	1.0	0.8799375	2.378075	1.8898	4.38474	1__Bacteria; 2__Bacteroidetes; 3__Flavobacteriia; 4__Flavobacteriales; 5__Flavobacteriaceae; 6__Capnocytophaga; 7__Capnocytophaga_u
74	5.6708011583	0.128772320136	0.519084090395	1.0	8.718625	10.0735125	8.46651428571	10.0047	1__Bacteria; 2__Actinobacteria; 3__Actinobacteria; 4__Corynebacteriales; 5__Corynebacteriaceae; 6__Corynebacterium; 7__Corynebacterium_u
225	5.62243299687	0.131496419831	0.519084090395	1.0	0.5123	2.37351875	0.553942857143	1.8268	1__Bacteria; 2__Deinococcus-Thermus; 3__Deinococci; 4__Thermales; 5__Thermaceae; 6__Thermus; 7__Thermus_u
266	5.57451644101	0.134249022502	0.519084090395	1.0	1.004375	0.82946875	1.12298571429	3.0423	1__Bacteria; 2__Actinobacteria; 3__Actinobacteria; 4__Propionibacteriales; 5__Propionibacteriaceae; 6__Propionibacterium; 7__Propionibacterium namnetense
157	5.56625085441	0.134729345131	0.519084090395	1.0	1.1374125	3.99765625	2.73255714286	3.34256	1__Bacteria; 2__Actinobacteria; 3__Actinobacteria; 4__Streptomycetales; 5__Streptomycetaceae; 6__Streptomyces; 7__Streptomyces sp. Root63
283	5.54015267176	0.136256670231	0.519084090395	1.0	0.0	1.18974375	0.0	1.46796	1__Bacteria; 2__Firmicutes; 3__Tissierellia; 4__Tissierellales; 5__Peptoniphilaceae; 6__Parvimonas; 7__Parvimonas_u
77	5.50802763413	0.138159263603	0.519084090395	1.0	3.75165	4.43701875	5.15174285714	8.7718	1__Bacteria; 2__Bacteroidetes; 3__Bacteroidia; 4__Bacteroidales; 5__Bacteroidaceae; 6__Bacteroides; 7__Bacteroides_u
401	5.36909829721	0.146681025941	0.543339574963	1.0	1.1355375	0.70958125	1.89797142857	0.0	1__Bacteria; 2__Proteobacteria; 3__Betaproteobacteria; 4__Burkholderiales; 5__Oxalobacteraceae; 6__Oxalobacteraceae_u; 7__Oxalobacteraceae_u_u
1022	5.29694570136	0.151300702729	0.552667844691	1.0	1.476175	1.390475	3.37682857143	2.9064	1__Prophage; 2__undetermined Prophage; 3__undetermined Prophage; 4__undetermined Prophage; 5__undetermined Prophage; 6__undetermined Prophage; 7__undetermined Prophage
1018	5.22784327323	0.15585365652	0.555865231781	1.0	1.5638125	2.5151375	2.12571428571	4.39564	1__Prophage; 2__Proteobacteria prophage; 3__Gammaproteobacteria prophage; 4__Enterobacterales prophage; 5__Enterobacteriaceae prophage; 6__Escherichia prophage; 7__Escherichia coli
139	5.20708409506	0.15724647085	0.555865231781	1.0	1.660025	0.93643125	1.23815714286	3.0998	1__Bacteria; 2__Verrucomicrobia; 3__Verrucomicrobia_u; 4__Verrucomicrobia_u_u; 5__Verrucomicrobia_u_u_u; 6__Verrucomicrobia_u_u_u_u; 7__Verrucomicrobia_u_u_u_u_u
230	5.18830256822	0.158516701078	0.555865231781	1.0	0.397525	1.6201125	2.48797142857	2.67076	1__Bacteria; 2__Bacteroidetes; 3__Flavobacteriia; 4__Flavobacteriales; 5__Flavobacteriales_u; 6__Flavobacteriales_u_u; 7__Flavobacteriales_u_u_u
90	5.02052624774	0.170300267161	0.583475512046	1.0	6.2831	4.03246875	4.26445714286	2.64566	1__Bacteria; 2__Firmicutes; 3__Bacilli; 4__Bacillales; 5__Staphylococcaceae; 6__Staphylococcus; 7__Staphylococcus_u
125	5.0132781457	0.170827431284	0.583475512046	1.0	2.65175	2.96809375	5.33967142857	4.58436	1__Bacteria; 2__Fusobacteria; 3__Fusobacteriia; 4__Fusobacteriales; 5__Leptotrichiaceae; 6__Leptotrichiaceae_u; 7__Leptotrichiaceae_u_u
394	4.92564392621	0.177323536244	0.587544498064	1.0	1.141875	1.63171875	0.0	1.41612	1__Bacteria; 2__Proteobacteria; 3__Alphaproteobacteria; 4__Rhizobiales; 5__Rhizobiaceae; 6__Rhizobium; 7__Rhizobium leguminosarum
73	4.85694980695	0.182576709732	0.587544498064	1.0	10.73835	11.347975	9.98562857143	11.9518	1__Bacteria; 2__Actinobacteria; 3__Actinobacteria; 4__Actinobacteria_u; 5__Actinobacteria_u_u; 6__Actinobacteria_u_u_u; 7__Actinobacteria_u_u_u_u
164	4.84447109152	0.183546470511	0.587544498064	1.0	3.5349	3.51121875	4.73397142857	2.0555	1__Bacteria; 2__Firmicutes; 3__Bacilli; 4__Lactobacillales; 5__Streptococcaceae; 6__Streptococcus; 7__Streptococcus mutans
75	4.83883273242	0.183986222997	0.587544498064	1.0	6.5145125	5.7914875	8.91277142857	6.83746	1__Bacteria; 2__Proteobacteria; 3__Gammaproteobacteria; 4__Pasteurellales; 5__Pasteurellaceae; 6__Pasteurellaceae_u; 7__Pasteurellaceae_u_u
79	4.81640926641	0.185744859352	0.587544498064	1.0	5.8185875	7.3464375	7.81775714286	8.85398	1__Bacteria; 2__Firmicutes; 3__Firmicutes_u; 4__Firmicutes_u_u; 5__Firmicutes_u_u_u; 6__Firmicutes_u_u_u_u; 7__Firmicutes_u_u_u_u_u
106	4.8055211018	0.186604453252	0.587544498064	1.0	4.6444	6.251575	4.15658571429	6.5529	1__Bacteria; 2__Actinobacteria; 3__Actinobacteria; 4__Micrococcales; 5__Brevibacteriaceae; 6__Brevibacterium; 7__Brevibacterium_u
9	4.7666344294	0.189704875356	0.587544498064	1.0	1.024475	2.04185625	0.0	0.99868	1__Eukaryota; 2__Ascomycota; 3__Schizosaccharomycetes; 4__Schizosaccharomycetales; 5__Schizosaccharomycetaceae; 6__Schizosaccharomyces; 7__Schizosaccharomyces octosporus
169	4.73864947765	0.191965773434	0.587544498064	1.0	0.63195	0.66549375	1.2802	3.31294	1__Bacteria; 2__Firmicutes; 3__Clostridia; 4__Clostridiales; 5__Ruminococcaceae; 6__Ruminococcus; 7__Ruminococcus_u
86	4.73249935183	0.192465996337	0.587544498064	1.0	3.232275	4.72585	5.58225714286	7.07414	1__Bacteria; 2__Firmicutes; 3__Negativicutes; 4__Veillonellales; 5__Veillonellaceae; 6__Veillonella; 7__Veillonella_u
189	4.64919446984	0.199362330015	0.587544498064	1.0	2.696	0.9669125	2.2163	0.44592	1__Bacteria; 2__Actinobacteria; 3__Actinobacteria; 4__Micrococcales; 5__Micrococcaceae; 6__Micrococcus; 7__Micrococcus_u
123	4.6396978022	0.200162937819	0.587544498064	1.0	2.8912	5.131475	3.1509	3.34944	1__Bacteria; 2__Actinobacteria; 3__Actinobacteria; 4__Corynebacteriales; 5__Corynebacteriaceae; 6__Corynebacterium; 7__Corynebacterium durum
202	4.63394138756	0.200649680837	0.587544498064	1.0	1.7237875	3.09834375	1.81861428571	1.8134	1__Bacteria; 2__Chlamydiae; 3__Chlamydiia; 4__Chlamydiales; 5__Chlamydiaceae; 6__Chlamydia; 7__Chlamydia psittaci
309	4.62908878505	0.201060854851	0.587544498064	1.0	0.814875	1.18131875	0.0	1.99232	1__Bacteria; 2__Actinobacteria; 3__Actinobacteria; 4__Actinomycetales; 5__Actinomycetaceae; 6__Actinomyces; 7__Actinomyces sp. oral taxon 414
71	4.58714607465	0.204647533522	0.590257895716	1.0	15.184375	15.00825	14.6808571429	15.854	1__Bacteria; 2__undetermined Bacteria; 3__undetermined Bacteria; 4__undetermined Bacteria; 5__undetermined Bacteria; 6__undetermined Bacteria; 7__undetermined Bacteria
383	4.56600232198	0.206478047171	0.590257895716	1.0	0.3879375	1.6506625	0.331042857143	0.62006	1__Bacteria; 2__Proteobacteria; 3__Gammaproteobacteria; 4__Legionellales; 5__Legionellaceae; 6__Legionella; 7__Legionella pneumophila
101	4.53303320861	0.209362658495	0.591754476166	1.0	2.38295	2.7391125	3.68345714286	5.56402	1__Bacteria; 2__Firmicutes; 3__Clostridia; 4__Clostridiales; 5__Ruminococcaceae; 6__Ruminococcaceae_u; 7__Ruminococcaceae_u_u
273	4.50733809598	0.211636679143	0.591754476166	1.0	1.035725	2.39911875	2.50614285714	0.6134	1__Bacteria; 2__Proteobacteria; 3__Gammaproteobacteria; 4__Pseudomonadales; 5__Moraxellaceae; 6__Acinetobacter; 7__Acinetobacter sp. P8-3-8
409	4.48366891399	0.213751616866	0.591754476166	1.0	0.6010875	0.75295	0.626685714286	2.18592	1__Bacteria; 2__Actinobacteria; 3__Actinobacteria; 4__Micrococcales; 5__Brevibacteriaceae; 6__Brevibacterium; 7__Brevibacterium sp. VCM10
148	4.41928126391	0.219604211745	0.597832157936	1.0	1.1090875	0.9784125	0.390471428571	2.8907	1__Bacteria; 2__Actinobacteria; 3__Actinobacteria; 4__Corynebacteriales; 5__Corynebacteriaceae; 6__Corynebacterium; 7__Corynebacterium imitans
254	4.40496689747	0.220925282089	0.597832157936	1.0	0.0	1.46385625	0.390471428571	2.00562	1__Bacteria; 2__Firmicutes; 3__Clostridia; 4__Clostridiales; 5__Lachnospiraceae; 6__Oribacterium; 7__Oribacterium_u
287	4.3698583181	0.224196547365	0.597832157936	1.0	0.89865	1.9109	1.26062857143	0.0	1__Bacteria; 2__Actinobacteria; 3__Actinobacteria; 4__Micrococcales; 5__Brevibacteriaceae; 6__Brevibacterium; 7__Brevibacterium linens
96	4.32145424837	0.228779839273	0.597832157936	1.0	3.0486625	4.11644375	5.73854285714	6.03458	1__Bacteria; 2__Actinobacteria; 3__Actinobacteria; 4__Micrococcales; 5__Micrococcaceae; 6__Rothia; 7__Rothia mucilaginosa
149	4.3196418153	0.228953118453	0.597832157936	1.0	0.4714625	2.1515875	3.29327142857	1.38834	1__Bacteria; 2__Proteobacteria; 3__Epsilonproteobacteria; 4__Campylobacterales; 5__Campylobacteraceae; 6__Campylobacter; 7__Campylobacter_u
188	4.2942884148	0.231389738253	0.597832157936	1.0	1.341525	3.594075	3.45682857143	3.0368	1__Bacteria; 2__Proteobacteria; 3__Gammaproteobacteria; 4__Aeromonadales; 5__Aeromonadaceae; 6__Aeromonas; 7__Aeromonas dhakensis
1004	4.27097283029	0.233651523857	0.597832157936	1.0	4.73065	5.90080625	6.68721428571	7.78044	1__Prophage; 2__Firmicutes prophage; 3__Clostridia prophage; 4__Clostridiales prophage; 5__Peptostreptococcaceae prophage; 6__Clostridioides prophage; 7__Clostridioides difficile
270	4.261554009	0.234570963693	0.597832157936	1.0	0.581875	2.0478	2.29808571429	0.62006	1__Bacteria; 2__Proteobacteria; 3__Gammaproteobacteria; 4__Enterobacteriales; 5__Enterobacteriaceae; 6__Yersinia; 7__Yersinia pestis
