#OTU Table 7																																										
#OTU ID	C01	C02	C03	C04	C05	L01	L02	L03	L04	L05	L06	L07	L08	L09	L10	S01	S02	S03	S04	S05	S06	S07	S08	S09	S10	S11	S12	S13	S14	S15	S16	V01	V02	V03	V04	V05	V06	V07	V08	V09	V10	taxonomy
20	0	2	0	274	3	4224	512	82	22	1103	28	1475	2063	192	31	0	2	0	0	13	266	160	4	16	675	41	1	2	1	0	0	2	3	3	0	3	23	13	6	30	274	1__Bacteria;2__Proteobacteria;3__Gammaproteobacteria;4__Gammaproteobacteria_u;5__Gammaproteobacteria_u_u;6__Gammaproteobacteria_u_u_u;7__Gammaproteobacteria_u_u_u_u
21	1	0	0	1	0	1	1	8021	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1697	0	1393	83	2	0	0	1	1	0	1	1	1	0	1__Eukaryota;2__Ascomycota;3__Saccharomycetes;4__Saccharomycetales;5__Dipodascaceae;6__Yarrowia;7__Yarrowia lipolytica
22	791	21	2	1596	0	234	71	22	1	312	51	50	11	3	4	1	70	0	1	0	0	9	1	2	17	3369	1	208	1	4	10	250	2014	187	13	160	773	268	108	19	23	1__Bacteria;2__Firmicutes;3__Bacilli;4__Lactobacillales;5__Streptococcaceae;6__Streptococcus;7__Streptococcus_u
23	0	0	7	0	0	0	0	0	0	2	1	0	9283	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1__Prophage;2__Proteobacteria prophage;3__Gammaproteobacteria prophage;4__Enterobacterales prophage;5__Enterobacteriaceae prophage;6__Klebsiella prophage;7__Klebsiella pneumoniae
24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	9260	0	1	0	0	0	0	0	0	0	1__Bacteria;2__Actinobacteria;3__Actinobacteria;4__Bifidobacteriales;5__Bifidobacteriaceae;6__Bifidobacterium;7__Bifidobacterium dentium
25	0	15	0	16	0	3	8	2	0	4	0	2	12	2	4	0	0	0	0	0	3	0	0	0	0	6619	0	0	0	0	0	3	6	0	4	68	2122	6	9	1	2	1__Bacteria;2__Proteobacteria;3__Betaproteobacteria;4__Neisseriales;5__Neisseriaceae;6__Neisseria;7__Neisseria_u
26	0	0	3	1	1	1	7	0	0	1	2	3	6	46	0	0	8088	0	0	1	1	6	0	0	6	0	2	1	0	6	3	0	0	0	0	1	5	1	1	2	0	1__Bacteria;2__Bacteroidetes;3__Flavobacteriia;4__Flavobacteriales;5__Flavobacteriaceae;6__Flavobacteriaceae_u;7__Flavobacteriaceae_u_u
27	0	0	0	0	0	0	0	0	0	4168	0	3523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1__Bacteria;2__Proteobacteria;3__Gammaproteobacteria;4__Enterobacteriales;5__Enterobacteriaceae;6__Raoultella;7__Raoultella ornithinolytica
28	2	10	7	2	3	7045	5	0	0	1	1	7	24	1	4	2	3	36	39	25	40	23	20	23	42	4	4	7	2	3	6	6	13	6	17	9	12	47	15	11	3	1__Bacteria;2__Proteobacteria;3__Alphaproteobacteria;4__Alphaproteobacteria_u;5__Alphaproteobacteria_u_u;6__Alphaproteobacteria_u_u_u;7__Alphaproteobacteria_u_u_u_u
29	1830	3	19	3	0	9	68	18	2	71	4	105	28	30	0	6	6	1	15	1	3	60	0	4	28	36	0	13	8	15	0	985	15	51	478	3	168	1563	1741	47	27	1__Bacteriophages;2__undetermined Bacteriophages;3__undetermined Bacteriophages;4__undetermined Bacteriophages;5__undetermined Bacteriophages;6__undetermined Bacteriophages;7__undetermined Bacteriophages
30	0	0	3	0	0	0	0	0	0	0	0	2	6546	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1__Bacteria;2__Proteobacteria;3__Gammaproteobacteria;4__Pseudomonadales;5__Pseudomonadaceae;6__Pseudomonas;7__Pseudomonas sp. Eur1 9.41
31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1__Bacteria;2__Proteobacteria;3__Epsilonproteobacteria;4__Campylobacterales;5__Campylobacteraceae;6__Campylobacter;7__Campylobacter ureolyticus
32	1	2	185	165	0	65	7	1	2	40	10	0	0	0	1	0	6	0	1	0	2	3	2	1	0	662	24	28	0	0	1	1325	2599	42	9	65	51	3	48	5	4	1__Bacteria;2__Firmicutes;3__Firmicutes_u;4__Firmicutes_u_u;5__Firmicutes_u_u_u;6__Firmicutes_u_u_u_u;7__Firmicutes_u_u_u_u_u
33	0	0	0	0	0	630	1393	0	10	544	2	6	1413	223	32	1	0	0	0	1	3	115	0	6	250	2	2	0	0	0	321	1	0	1	0	0	33	1	0	3	151	1__Bacteria;2__Proteobacteria;3__Gammaproteobacteria;4__Pseudomonadales;5__Moraxellaceae;6__Acinetobacter;7__Acinetobacter_u
34	0	10	1	0	0	0	0	16	0	0	2	0	4	0	3	47	1	0	0	0	7	75	0	2	1	0	0	24	0	47	4102	4	225	5	266	0	4	0	0	0	0	1__Eukaryota;2__Ascomycota;3__Saccharomycetes;4__Saccharomycetales;5__Debaryomycetaceae;6__Candida;7__Candida orthopsilosis
35	0	86	0	1052	0	5	78	251	18	29	30	50	0	52	11	0	3	0	0	0	0	0	0	0	1	1653	1	1	0	0	0	7	314	89	105	267	100	23	301	4	36	1__Bacteria;2__Proteobacteria;3__Gammaproteobacteria;4__Pasteurellales;5__Pasteurellaceae;6__Haemophilus;7__Haemophilus_u
36	99	57	211	0	2	338	693	34	2	47	2	0	17	14	29	77	67	250	29	1	6	58	1	26	422	1	974	336	1	260	142	25	9	38	0	66	4	21	0	6	119	1__Bacteria;2__Firmicutes;3__Bacilli;4__Bacillales;5__Staphylococcaceae;6__Staphylococcus;7__Staphylococcus_u
37	0	0	2	0	0	9	176	199	13	165	38	280	2809	128	6	0	0	0	0	0	157	63	0	8	212	0	0	0	0	0	0	0	0	0	0	0	3	2	2	60	104	1__Bacteria;2__Proteobacteria;3__Gammaproteobacteria;4__Pseudomonadales;5__Pseudomonadaceae;6__Pseudomonas;7__Pseudomonas fluorescens
38	1	1	2	0	1	2	34	8	135	6	0	356	18	2	1	3	1	0	0	1	284	291	2	47	1614	0	4	173	0	45	475	0	2	0	0	40	0	1	1	1	3	1__Bacteria;2__Actinobacteria;3__Actinobacteria;4__Micrococcales;5__Micrococcaceae;6__Micrococcus;7__Micrococcus luteus
39	0	1	0	0	0	1	12	0	6	3331	0	0	11	0	4	0	1	0	0	3	1	0	2	0	0	1	1	18	0	0	16	0	0	1	1	1	0	0	1	1	40	1__Bacteria;2__Proteobacteria;3__Gammaproteobacteria;4__Enterobacteriales;5__Enterobacteriaceae;6__Enterobacteriaceae_u;7__Enterobacteriaceae_u_u
40	0	0	0	725	0	5	21	197	1	7	71	8	7	1	5	0	12	2	120	2	1	15	5	0	0	1570	164	2	39	0	24	90	21	6	11	151	76	8	29	5	35	1__Bacteria;2__Bacteroidetes;3__Bacteroidia;4__Bacteroidales;5__Prevotellaceae;6__Prevotella;7__Prevotella_u
41	1	1	0	0	0	5	42	1	3	7	0	0	96	0	1	2	2	0	0	0	688	174	0	98	1680	0	9	101	3	95	3	0	0	1	0	3	0	2	0	0	304	1__Bacteria;2__Actinobacteria;3__Actinobacteria;4__Micrococcales;5__Micrococcaceae;6__Micrococcus;7__Micrococcus_u
42	0	1	0	0	0	0	0	0	0	556	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	2	0	0	0	2562	0	0	0	0	0	0	2	1	1	1__Bacteria;2__Firmicutes;3__Bacilli;4__Lactobacillales;5__Lactobacillaceae;6__Lactobacillus;7__Lactobacillus_u
43	1	0	0	0	0	0	0	0	0	0	0	0	2	17	0	0	3079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1__Bacteria;2__Bacteroidetes;3__Flavobacteriia;4__Flavobacteriales;5__Flavobacteriaceae;6__Epilithonimonas;7__Epilithonimonas_u
44	0	2	5	0	0	2	7	0	3	0	5	1	2393	1	1	0	2	1	0	5	19	32	583	0	12	0	0	0	0	0	0	0	0	2	0	1	2	0	0	0	1	1__Bacteria;2__Proteobacteria;3__Gammaproteobacteria;4__Pseudomonadales;5__Pseudomonadaceae;6__Pseudomonas;7__Pseudomonas aeruginosa
45	0	0	0	0	0	0	0	0	1	2681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1__Bacteria;2__Proteobacteria;3__Betaproteobacteria;4__Burkholderiales;5__Burkholderiales_n;6__Burkholderiales_n_n;7__Burkholderiales bacterium YL45
46	103	8	0	4	0	4	6	81	0	40	4	182	3	3	1	3	0	4	91	1	0	8	0	0	27	17	3	1	12	15	1	48	12	1106	81	5	64	284	349	17	28	1__Bacteriophages;2__I:dsDNA;3__Caudovirales;4__Caudovirales_u;5__Caudovirales_u_u;6__Caudovirales_u_u_u;7__Caudovirales_u_u_u_u
47	2350	1	0	7	0	5	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	16	121	29	1	1	0	0	0	0	1__Prophage;2__Firmicutes prophage;3__Bacilli prophage;4__Lactobacillales prophage;5__Streptococcaceae prophage;6__Streptococcus prophage;7__Streptococcus prophage_u
48	0	0	0	0	0	0	15	19	0	43	18	1077	114	602	166	0	0	0	0	1	168	19	0	8	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	67	1__Bacteria;2__Proteobacteria;3__Gammaproteobacteria;4__Pseudomonadales;5__Pseudomonadaceae;6__Pseudomonas;7__Pseudomonas sp. TKP
49	0	0	0	0	0	233	85	40	0	453	3	84	645	179	5	0	0	0	0	0	62	128	1	4	72	0	0	0	0	0	0	0	0	0	0	0	37	2	1	11	154	1__Bacteria;2__Proteobacteria;3__Betaproteobacteria;4__Burkholderiales;5__Oxalobacteraceae;6__Herbaspirillum;7__Herbaspirillum_u
50	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	2125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1__Bacteria;2__Bacteroidetes;3__Flavobacteriia;4__Flavobacteriales;5__Flavobacteriaceae;6__Chryseobacterium;7__Chryseobacterium caeni
51	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2095	23	3	0	1__Bacteriophages;2__I:dsDNA;3__Caudovirales;4__Siphoviridae;5__Siphoviridae_n;6__Siphoviridae_n_n;7__Streptococcus phage SMP
52	0	0	37	0	13	0	0	7	0	0	0	0	3	0	1	1	0	0	0	0	0	13	0	0	8	0	33	136	6	1213	587	8	19	0	1	0	0	0	0	0	0	1__Bacteria;2__Bacteroidetes;3__Flavobacteriia;4__Flavobacteriales;5__Flavobacteriaceae;6__Empedobacter;7__Empedobacter brevis
53	0	5	0	0	0	123	3	2	0	3	2	287	0	0	23	0	0	0	0	0	0	0	0	0	118	39	0	0	0	0	0	0	1	0	1	51	167	96	1076	1	0	1__Bacteria;2__Actinobacteria;3__Actinobacteria;4__Micrococcales;5__Micrococcaceae;6__Rothia;7__Rothia mucilaginosa
54	0	0	0	0	0	0	41	0	5	2	9	5	1	0	52	0	0	0	0	48	556	670	33	26	460	0	1	0	0	0	0	1	0	0	0	0	0	0	1	4	0	1__Bacteria;2__Actinobacteria;3__Actinobacteria;4__Corynebacteriales;5__Mycobacteriaceae;6__Mycobacterium;7__Mycobacterium leprae
55	0	0	0	0	0	1	679	0	0	6	0	0	1201	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	1__Bacteria;2__Proteobacteria;3__Betaproteobacteria;4__Burkholderiales;5__Oxalobacteraceae;6__Herbaspirillum;7__Herbaspirillum lusitanum
56	13	24	6	0	20	10	60	31	10	17	180	16	34	29	172	3	49	2	5	136	195	239	91	72	72	7	43	63	0	14	25	14	4	23	3	19	8	10	5	60	10	1__Viruses;2__VI-VII:RT;3__VI-VII:RT_n;4__Retroviridae;5__Retroviridae_n;6__Retroviridae_n_n;7__Human endogenous retrovirus K
57	0	0	0	0	0	206	71	35	0	150	2	30	782	124	2	0	0	0	0	0	96	20	0	4	26	0	0	0	0	0	0	0	0	0	0	0	12	7	0	6	2	1__Bacteria;2__Proteobacteria;3__Betaproteobacteria;4__Burkholderiales;5__Oxalobacteraceae;6__Oxalobacteraceae_u;7__Oxalobacteraceae_u_u
58	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1481	0	0	0	0	0	0	0	0	0	0	1__Bacteria;2__Proteobacteria;3__Gammaproteobacteria;4__Pseudomonadales;5__Moraxellaceae;6__Psychrobacter;7__Psychrobacter sp. 1501(2011)
59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1__Viruses;2__I:dsDNA;3__I:dsDNA_n;4__Papillomaviridae;5__Papillomaviridae_n;6__Papillomaviridae_n_n;7__Human papillomavirus type 140
60	0	0	0	0	0	1484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1__Bacteria;2__Proteobacteria;3__Gammaproteobacteria;4__Aeromonadales;5__Aeromonadaceae;6__Aeromonas;7__Aeromonas sp. L_1B5_3
61	0	0	0	0	0	4	1325	0	0	16	0	1	0	0	98	0	0	0	0	0	1	6	0	6	13	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1__Bacteria;2__Proteobacteria;3__Alphaproteobacteria;4__Rhizobiales;5__Brucellaceae;6__Ochrobactrum;7__Ochrobactrum_u
62	0	0	0	1	0	0	0	0	0	0	628	150	0	677	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1__Bacteriophages;2__n_n_n_n_n_uncultured phage crAssphage;3__n_n_n_n_uncultured phage crAssphage;4__n_n_n_uncultured phage crAssphage;5__n_n_uncultured phage crAssphage;6__n_uncultured phage crAssphage;7__uncultured phage crAssphage
63	0	0	0	0	0	0	0	0	0	1451	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	1__Prophage;2__Proteobacteria prophage;3__Gammaproteobacteria prophage;4__Enterobacterales prophage;5__Enterobacteriaceae prophage;6__Escherichia prophage;7__Escherichia coli
64	0	0	0	0	0	1370	1	3	0	0	4	0	0	0	1	1	0	1	0	4	13	29	4	5	12	1	0	0	0	1	1	1	0	1	0	1	0	0	0	3	1	1__Bacteria;2__Proteobacteria;3__Gammaproteobacteria;4__Enterobacteriales;5__Enterobacteriaceae;6__Salmonella;7__Salmonella enterica
65	0	0	0	1	1	0	7	9	2	5	40	26	2	5	97	0	2	0	2	98	293	444	108	96	159	0	2	4	0	2	0	4	0	1	0	2	3	2	7	7	3	1__Bacteriophages;2__I:dsDNA;3__Caudovirales;4__Siphoviridae;5__Siphoviridae_n;6__T5virus;7__Salmonella phage 5
66	0	0	42	0	25	1	156	42	12	288	12	272	99	51	12	0	0	0	0	0	130	7	0	0	177	0	0	0	0	1	0	0	0	0	0	1	1	0	0	14	67	1__Bacteria;2__Proteobacteria;3__Gammaproteobacteria;4__Pseudomonadales;5__Pseudomonadaceae;6__Pseudomonas;7__Pseudomonas sp. Ag1
67	0	14	0	1308	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	41	0	0	0	0	0	3	1	0	3	0	5	9	0	0	0	1__Bacteria;2__Firmicutes;3__Bacilli;4__Lactobacillales;5__Streptococcaceae;6__Streptococcus;7__Streptococcus agalactiae
68	0	0	0	0	0	1366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1__Bacteria;2__Proteobacteria;3__Alphaproteobacteria;4__Rhodobacterales;5__Rhodobacteraceae;6__Rhodobacteraceae_u;7__Rhodobacteraceae_u_u
69	0	10	0	25	0	1	5	2	8	122	5	0	1	26	0	0	0	0	0	0	0	0	0	0	3	623	1	0	0	0	1	65	270	4	0	96	9	8	63	3	15	1__Bacteria;2__Firmicutes;3__Negativicutes;4__Veillonellales;5__Veillonellaceae;6__Veillonella;7__Veillonella_u
70	5	26	5	4	10	11	78	36	2	61	111	17	20	5	113	2	55	2	5	113	82	103	53	37	66	6	39	53	4	12	20	14	5	25	1	13	8	5	1	55	37	1__Viruses;2__I:dsDNA;3__Herpesvirales;4__Herpesviridae;5__Betaherpesvirinae;6__Cytomegalovirus;7__Cercopithecine herpesvirus 5
71	0	0	0	0	1	112	10	1	0	83	0	145	827	2	0	0	0	0	0	0	1	3	0	1	13	0	0	0	0	1	0	0	15	0	0	0	1	30	1	2	62	1__Bacteria;2__Bacteroidetes;3__Flavobacteriia;4__Flavobacteriales;5__Flavobacteriaceae;6__Elizabethkingia;7__Elizabethkingia_u
72	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1__Bacteria;2__Bacteroidetes;3__Flavobacteriia;4__Flavobacteriales;5__Flavobacteriaceae;6__Epilithonimonas;7__Epilithonimonas sp. J200
73	7	31	12	5	31	3	0	0	2	7	3	2	1	7	9	4	27	172	116	39	99	67	54	102	81	49	38	31	24	13	18	58	9	23	34	33	12	40	19	6	1	1__Bacteria;2__Proteobacteria;3__Alphaproteobacteria;4__Rhizobiales;5__Phyllobacteriaceae;6__Mesorhizobium;7__Mesorhizobium_u
74	0	0	467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233	2	0	0	0	0	0	0	58	0	0	463	3	0	0	1__Bacteriophages;2__II:ssDNA;3__II:ssDNA_n;4__Microviridae;5__Microviridae_u;6__Microviridae_u_u;7__Microviridae_u_u_u
75	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1217	0	0	0	0	0	0	0	0	0	0	1__Viruses;2__n_n_n_n_n_Human feces pecovirus;3__n_n_n_n_Human feces pecovirus;4__n_n_n_Human feces pecovirus;5__n_n_Human feces pecovirus;6__n_Human feces pecovirus;7__Human feces pecovirus
76	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	510	1	0	0	0	0	1	66	94	58	12	425	0	9	0	0	1__Bacteria;2__Bacteroidetes;3__Flavobacteriia;4__Flavobacteriales;5__Flavobacteriaceae;6__Capnocytophaga;7__Capnocytophaga_u
77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1172	0	0	0	0	0	0	0	0	0	1__Bacteriophages;2__I:dsDNA;3__Caudovirales;4__Siphoviridae;5__Siphoviridae_n;6__Siphoviridae_n_n;7__Lactobacillus phage Lc-Nu
78	0	0	0	0	0	0	0	0	0	191	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	0	0	0	0	0	0	0	8	4	0	329	0	191	0	0	1__Bacteriophages;2__I:dsDNA;3__Caudovirales;4__Siphoviridae;5__Siphoviridae_n;6__Siphoviridae_n_n;7__Siphovirus contig89
79	11	27	13	2	17	12	2	2	1	0	13	20	4	6	20	3	8	105	75	90	79	67	66	104	63	9	21	27	17	7	16	17	24	12	24	28	24	28	38	14	3	1__Bacteria;2__Proteobacteria;3__Alphaproteobacteria;4__Rhizobiales;5__Bradyrhizobiaceae;6__Bradyrhizobium;7__Bradyrhizobium_u
80	0	0	0	9	0	0	0	0	0	0	2	0	0	0	0	4	12	5	80	0	2	33	0	0	53	1	486	0	1	0	0	9	12	322	0	1	0	26	22	0	11	1__Viruses;2__II:ssDNA;3__II:ssDNA_n;4__Anelloviridae;5__Anelloviridae_n;6__Anelloviridae_n_n;7__Anelloviridae_n_n_u
81	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	4	132	180	0	0	21	180	22	3	69	0	399	0	0	0	0	5	0	20	0	0	0	3	7	0	37	1__Viruses;2__II:ssDNA;3__II:ssDNA_n;4__Anelloviridae;5__Anelloviridae_n;6__Anelloviridae_n_n;7__Torque teno midi virus
82	0	0	0	1	0	2	10	1	1	8	2	13	7	352	1	0	0	0	0	0	46	223	1	9	352	0	0	1	0	5	1	0	0	0	0	0	3	0	0	1	14	1__Bacteria;2__Proteobacteria;3__Betaproteobacteria;4__Burkholderiales;5__Comamonadaceae;6__Delftia;7__Delftia_u
