#OTU Table 7																																								
#OTU ID	C01	C02	C03	C04	C05	L01	L02	L03	L04	L05	L06	L07	L08	L09	S01	S02	S03	S04	S05	S06	S07	S08	S09	S10	S11	S12	S13	S14	S15	S16	V01	V02	V04	V05	V06	V07	V08	V09	V10	taxonomy
18	26	47	3	1089	0	0	1	0	0	15	1	7	0	0	1	3	0	1	3	3	0	2	0	3	33	0	0	0	0	3	13	38	1	2	0	37	1668	0	0	1__Bacteria;2__Firmicutes;3__Negativicutes;4__Negativicutes_u;5__Negativicutes_u_u;6__Negativicutes_u_u_u;7__Negativicutes_u_u_u_u
19	585	534	14	571	1	2	4	1	1	16	1	6	0	0	10	7	2	6	0	7	9	4	39	56	188	4	1	4	0	27	1	19	6	2	0	23	658	2	7	1__Bacteria;2__Bacteroidetes;3__Bacteroidia;4__Bacteroidales;5__Bacteroidales_u;6__Bacteroidales_u_u;7__Bacteroidales_u_u_u
20	149	162	17	238	1	4	5	0	0	97	4	5	1	1	23	45	3	21	4	3	144	79	0	55	52	7	2	6	0	27	2	35	9	0	2	10	1377	1	13	1__Prophage;2__Firmicutes prophage;3__Clostridia prophage;4__Clostridiales prophage;5__Peptostreptococcaceae prophage;6__Clostridioides prophage;7__Clostridioides difficile
21	258	366	3	595	2	6	7	0	1	17	2	20	2	2	16	79	11	5	3	10	75	8	2	36	202	19	3	3	2	4	0	63	157	4	105	13	331	0	16	1__Bacteria;2__Bacteroidetes;3__Bacteroidetes_u;4__Bacteroidetes_u_u;5__Bacteroidetes_u_u_u;6__Bacteroidetes_u_u_u_u;7__Bacteroidetes_u_u_u_u_u
22	102	92	87	122	14	70	47	0	0	127	4	90	4	8	248	165	276	31	22	38	148	12	1	234	23	31	15	7	9	58	6	65	77	2	2	64	114	0	17	1__Prophage;2__Firmicutes prophage;3__Bacilli prophage;4__Bacillales prophage;5__Staphylococcaceae prophage;6__Staphylococcus prophage;7__Staphylococcus aureus
23	83	65	24	805	0	12	9	0	0	70	7	19	1	8	20	85	13	19	6	9	26	6	1	88	92	6	12	3	1	13	5	47	20	2	1	29	424	2	4	1__Prophage;2__Firmicutes prophage;3__Bacilli prophage;4__Bacilli prophage_u;5__Bacilli prophage_u_u;6__Bacilli prophage_u_u_u;7__Bacilli prophage_u_u_u_u
24	31	20	14	1021	7	5	4	0	1	19	19	18	1	0	15	20	14	27	4	4	19	8	0	62	148	19	15	3	2	17	16	203	35	5	0	162	56	1	5	1__Prophage;2__Firmicutes prophage;3__Bacilli prophage;4__Lactobacillales prophage;5__Lactobacillales prophage_u;6__Lactobacillales prophage_u_u;7__Lactobacillales prophage_u_u_u
25	40	23	43	72	19	7	3	0	0	942	11	58	4	17	148	186	11	8	6	16	18	9	4	44	15	4	39	0	5	17	0	102	13	3	0	4	5	0	5	1__Bacteria;2__Actinobacteria;3__Actinobacteria;4__Micrococcales;5__Micrococcales_u;6__Micrococcales_u_u;7__Micrococcales_u_u_u
26	107	258	5	985	0	5	0	0	0	9	2	10	0	2	2	29	6	1	0	2	6	0	8	9	179	4	2	2	4	33	24	89	5	5	1	15	9	0	5	1__Bacteria;2__Firmicutes;3__Negativicutes;4__Veillonellales;5__Veillonellaceae;6__Veillonella;7__Veillonella_u
27	44	54	71	9	14	26	39	0	0	49	12	83	4	10	118	461	102	23	19	47	126	21	3	106	15	32	26	1	4	13	3	103	35	1	2	3	7	4	99	1__Bacteria;2__Actinobacteria;3__Actinobacteria;4__Propionibacteriales;5__Propionibacteriaceae;6__Propionibacteriaceae_u;7__Propionibacteriaceae_u_u
28	49	23	1	1284	0	0	0	0	0	3	4	0	0	0	0	1	1	1	2	1	0	1	1	1	214	4	0	0	0	18	0	51	10	0	0	8	61	1	3	1__Bacteria;2__Bacteroidetes;3__Bacteroidia;4__Bacteroidales;5__Porphyromonadaceae;6__Porphyromonadaceae_u;7__Porphyromonadaceae_u_u
29	39	77	46	123	8	58	29	0	0	36	4	39	3	4	172	213	106	15	16	24	52	4	0	86	52	10	6	2	4	28	5	296	38	3	0	10	119	0	13	1__Prophage;2__Firmicutes prophage;3__Bacilli prophage;4__Bacillales prophage;5__Bacillales prophage_u;6__Bacillales prophage_u_u;7__Bacillales prophage_u_u_u
30	76	27	23	7	5	22	8	1	2	461	15	56	7	1	3	83	101	4	11	99	173	7	94	75	24	27	17	1	2	5	7	58	30	0	0	19	3	0	48	1__Bacteria;2__Actinobacteria;3__Actinobacteria;4__Corynebacteriales;5__Mycobacteriaceae;6__Mycobacterium;7__Mycobacterium_u
31	49	56	39	7	2	9	36	0	3	30	15	31	3	20	135	391	30	31	40	34	125	38	1	152	19	28	23	9	8	61	16	79	18	5	0	14	5	3	21	1__Eukaryota;2__Basidiomycota;3__Basidiomycota_u;4__Basidiomycota_u_u;5__Basidiomycota_u_u_u;6__Basidiomycota_u_u_u_u;7__Basidiomycota_u_u_u_u_u
32	8	1	0	1	1	14	5	21	0	1200	1	36	2	0	4	14	1	1	0	11	13	1	44	26	3	3	1	0	0	9	0	8	34	4	0	1	1	1	41	1__Bacteria;2__Firmicutes;3__Bacilli;4__Bacillales;5__Staphylococcaceae;6__Staphylococcus;7__Staphylococcus_u
33	0	9	13	0	0	0	11	1	11	1	0	0	0	0	0	0	1	1	0	0	1	2	0	0	0	24	2	998	7	62	0	255	0	0	0	44	0	27	1	1__Bacteria;2__Proteobacteria;3__Gammaproteobacteria;4__Vibrionales;5__Vibrionaceae;6__Vibrio;7__Vibrio parahaemolyticus
34	77	121	3	111	0	2	2	0	0	43	2	8	1	0	6	18	3	4	2	5	17	5	0	24	33	2	1	0	0	13	1	22	5	4	2	5	841	0	3	1__Prophage;2__Firmicutes prophage;3__Firmicutes prophage_u;4__Firmicutes prophage_u_u;5__Firmicutes prophage_u_u_u;6__Firmicutes prophage_u_u_u_u;7__Firmicutes prophage_u_u_u_u_u
35	75	56	23	72	0	13	23	0	0	26	61	51	15	4	52	215	57	29	18	30	78	72	4	89	27	4	75	4	3	17	1	36	31	1	2	2	49	0	40	1__Prophage;2__Proteobacteria prophage;3__Gammaproteobacteria prophage;4__Pseudomonadales prophage;5__Pseudomonadaceae prophage;6__Pseudomonas prophage;7__Pseudomonas syringae group genomosp. 3
36	9	6	2	76	0	4	6	12	1	78	0	0	0	0	4	26	1	0	7	15	13	5	45	16	56	8	7	0	1	14	2	871	11	1	0	1	0	0	36	1__Bacteria;2__Firmicutes;3__Bacilli;4__Lactobacillales;5__Streptococcaceae;6__Streptococcus;7__Streptococcus_u
37	2	9	2	845	1	3	5	0	0	49	2	8	0	0	3	5	0	0	0	7	11	14	1	3	216	1	3	2	0	1	2	82	2	8	0	2	7	1	16	1__Bacteria;2__Firmicutes;3__Bacilli;4__Bacillales;5__Bacillales_u;6__Bacillales_u_u;7__Bacillales_u_u_u
38	31	18	2	355	0	0	1	0	0	7	1	0	0	1	1	17	0	16	1	13	7	14	1	15	285	1	3	1	0	37	3	22	3	7	0	5	416	0	6	1__Bacteria;2__Bacteroidetes;3__Bacteroidia;4__Bacteroidales;5__Prevotellaceae;6__Prevotella;7__Prevotella_u
39	7	31	6	12	23	0	24	0	0	4	0	0	0	0	1	38	2	42	70	16	1	13	0	5	52	127	29	294	125	118	24	28	1	0	0	2	2	28	2	1__Bacteria;2__Proteobacteria;3__Gammaproteobacteria;4__Enterobacteriales;5__Enterobacteriaceae;6__Escherichia;7__Escherichia coli
40	6	3	4	486	6	1	1	0	0	9	5	30	0	0	3	109	0	0	0	11	96	7	4	31	66	1	4	0	0	2	4	137	16	9	0	12	30	0	5	1__Bacteria;2__Actinobacteria;3__Actinobacteria;4__Micrococcales;5__Micrococcaceae;6__Rothia;7__Rothia mucilaginosa
41	15	4	0	468	0	1	0	2	0	1	0	2	0	1	3	10	0	0	0	2	4	3	0	2	368	2	0	9	0	0	1	57	3	3	0	4	11	0	1	1__Bacteria;2__Bacteroidetes;3__Bacteroidia;4__Bacteroidales;5__Porphyromonadaceae;6__Porphyromonas;7__Porphyromonas_u
42	39	19	13	16	7	7	9	0	0	144	1	77	1	2	85	134	26	4	25	23	24	25	3	58	65	12	23	1	3	23	0	40	26	1	0	0	2	0	17	1__Bacteria;2__Actinobacteria;3__Actinobacteria;4__Corynebacteriales;5__Corynebacteriales_u;6__Corynebacteriales_u_u;7__Corynebacteriales_u_u_u
43	21	23	5	73	2	1	1	0	0	39	1	4	1	4	8	21	2	8	0	0	7	1	0	11	13	1	2	2	0	3	0	2	99	3	0	0	579	0	0	1__Prophage;2__Firmicutes prophage;3__Bacilli prophage;4__Bacillales prophage;5__Bacillaceae prophage;6__Bacillus prophage;7__Bacillus thuringiensis
44	10	39	10	127	1	12	10	2	0	64	5	50	2	0	7	96	8	8	3	39	40	39	64	10	98	8	24	4	2	5	2	35	27	8	2	18	13	3	19	1__Bacteria;2__Proteobacteria;3__Gammaproteobacteria;4__Gammaproteobacteria_u;5__Gammaproteobacteria_u_u;6__Gammaproteobacteria_u_u_u;7__Gammaproteobacteria_u_u_u_u
45	38	36	8	11	2	10	12	1	1	71	4	57	0	10	33	261	1	0	2	24	45	18	28	66	0	10	65	0	1	5	1	36	6	0	0	6	17	0	14	1__Bacteria;2__Actinobacteria;3__Actinobacteria;4__Corynebacteriales;5__Corynebacteriales_n;6__Lawsonella;7__Lawsonella clevelandensis
46	18	25	1	87	1	0	1	0	0	1	3	6	0	1	3	2	2	0	4	2	7	0	0	5	10	0	1	0	0	5	0	13	3	3	0	2	665	0	0	1__Bacteria;2__Firmicutes;3__Clostridia;4__Clostridiales;5__Ruminococcaceae;6__Ruminococcaceae_u;7__Ruminococcaceae_u_u
47	3	0	3	3	2	1	28	0	179	3	0	4	0	0	0	1	0	6	0	2	0	6	0	0	2	6	10	93	7	225	0	52	1	0	0	113	2	92	2	1__Viruses;2__V:(-)ssRNA;3__V:(-)ssRNA_n;4__Arenaviridae;5__Arenaviridae_n;6__Mammarenavirus;7__Lassa mammarenavirus
48	4	0	0	0	0	0	0	0	0	807	0	7	0	0	1	1	0	2	0	1	0	0	0	0	1	1	2	1	0	0	0	3	5	0	0	3	0	0	0	1__Bacteria;2__Actinobacteria;3__Actinobacteria;4__Corynebacteriales;5__Corynebacteriaceae;6__Corynebacterium;7__Corynebacterium afermentans
49	57	85	8	188	1	2	5	0	0	10	8	79	1	2	6	31	15	0	4	15	8	1	0	15	35	0	2	0	1	5	9	109	65	3	1	17	22	0	3	1__Prophage;2__Proteobacteria prophage;3__Gammaproteobacteria prophage;4__Enterobacterales prophage;5__Enterobacteriaceae prophage;6__Enterobacteriaceae prophage_u;7__Enterobacteriaceae prophage_u_u
50	6	10	11	3	21	0	1	0	0	5	0	0	0	1	9	680	5	0	1	0	4	0	0	6	2	2	1	0	0	2	0	2	2	0	0	0	1	0	0	1__Bacteria;2__Deinococcus-Thermus;3__Deinococci;4__Deinococcales;5__Deinococcaceae;6__Deinococcus;7__Deinococcus_u
51	23	14	20	23	2	15	30	0	0	40	4	13	5	2	18	75	142	10	1	35	32	5	4	45	10	4	5	2	0	8	0	11	31	0	1	5	113	1	12	1__Bacteria;2__Proteobacteria;3__Betaproteobacteria;4__Betaproteobacteria_u;5__Betaproteobacteria_u_u;6__Betaproteobacteria_u_u_u;7__Betaproteobacteria_u_u_u_u
52	29	42	3	57	0	0	0	0	0	6	0	5	0	0	9	14	2	0	5	1	0	0	2	17	6	0	2	0	0	1	1	13	2	0	0	8	513	0	1	1__Bacteria;2__Firmicutes;3__Clostridia;4__Clostridia_u;5__Clostridia_u_u;6__Clostridia_u_u_u;7__Clostridia_u_u_u_u
53	21	24	67	5	8	0	6	0	0	30	1	42	5	9	149	46	3	5	3	16	73	6	17	39	6	10	12	0	19	16	1	74	12	0	0	1	1	0	6	1__Bacteria;2__Actinobacteria;3__Actinobacteria;4__Micrococcales;5__Brevibacteriaceae;6__Brevibacterium;7__Brevibacterium_u
54	15	1	1	0	2	5	1	7	0	275	0	1	0	0	0	2	8	0	6	3	17	2	138	54	1	2	6	0	0	6	2	13	32	0	0	1	5	4	106	1__Bacteriophages;2__I:dsDNA;3__Caudovirales;4__Siphoviridae;5__Siphoviridae_n;6__Siphoviridae_n_n;7__Siphoviridae_n_n_u
55	10	16	27	1	7	3	1	0	1	301	1	3	0	4	15	182	1	5	2	2	0	0	16	28	9	4	2	0	1	3	0	31	3	0	0	2	0	0	9	1__Bacteria;2__Actinobacteria;3__Actinobacteria;4__Micrococcales;5__Dermabacteraceae;6__Brachybacterium;7__Brachybacterium_u
56	35	28	16	22	0	10	7	0	1	49	0	20	1	2	2	20	92	3	5	38	19	0	9	11	6	2	5	1	0	24	1	9	23	0	0	8	199	0	8	1__Bacteria;2__Proteobacteria;3__Betaproteobacteria;4__Burkholderiales;5__Burkholderiales_u;6__Burkholderiales_u_u;7__Burkholderiales_u_u_u
57	15	0	1	461	0	0	0	0	0	16	4	12	0	2	3	3	0	0	0	2	4	1	0	8	31	1	2	1	1	0	4	60	4	2	0	18	4	0	0	1__Bacteria;2__Actinobacteria;3__Actinobacteria;4__Micrococcales;5__Micrococcaceae;6__Micrococcaceae_u;7__Micrococcaceae_u_u
58	3	1	0	147	0	0	0	0	0	13	5	17	0	0	0	2	2	42	0	8	149	55	0	0	121	6	2	5	0	1	0	4	30	6	2	0	22	15	0	1__Bacteria;2__Fusobacteria;3__Fusobacteriia;4__Fusobacteriales;5__Fusobacteriaceae;6__Fusobacterium;7__Fusobacterium_u
59	61	44	66	3	7	0	20	0	0	20	0	7	0	1	3	22	49	6	3	135	16	13	0	8	66	5	8	7	26	4	9	2	3	1	0	1	0	0	9	1__Bacteria;2__Proteobacteria;3__Gammaproteobacteria;4__Enterobacteriales;5__Enterobacteriaceae;6__Enterobacter;7__Enterobacter hormaechei
60	49	282	3	23	1	2	9	0	0	22	5	11	0	1	7	18	4	2	4	1	10	6	6	6	12	1	3	2	0	4	1	6	5	0	0	0	60	1	12	1__Viruses;2__I:dsDNA;3__Herpesvirales;4__Herpesviridae;5__Betaherpesvirinae;6__Cytomegalovirus;7__Cercopithecine herpesvirus 5
61	47	36	10	56	2	4	7	1	0	54	13	38	0	4	21	17	6	2	1	11	12	11	23	6	11	3	12	0	0	25	1	12	17	0	0	3	48	0	13	1__Viruses;2__undetermined Viruses;3__undetermined Viruses;4__undetermined Viruses;5__undetermined Viruses;6__undetermined Viruses;7__undetermined Viruses
62	26	16	3	125	0	0	0	0	1	55	13	13	1	0	9	7	1	2	1	4	14	9	0	10	45	1	2	0	1	4	0	11	1	8	5	2	135	0	2	1__Bacteria;2__Firmicutes;3__Clostridia;4__Clostridiales;5__Lachnospiraceae;6__Lachnospiraceae_u;7__Lachnospiraceae_u_u
63	10	1	0	288	1	0	1	0	0	0	0	20	0	0	2	31	1	1	3	3	10	7	6	11	40	0	10	0	1	8	1	45	0	7	0	1	16	0	0	1__Bacteria;2__Actinobacteria;3__Actinobacteria;4__Micrococcales;5__Micrococcaceae;6__Rothia;7__Rothia_u
64	8	8	0	60	0	0	0	0	0	10	2	0	0	0	3	3	2	0	3	0	0	0	9	0	6	1	2	1	0	5	0	7	1	0	0	3	376	0	0	1__Bacteria;2__Firmicutes;3__Clostridia;4__Clostridiales;5__Ruminococcaceae;6__Faecalibacterium;7__Faecalibacterium prausnitzii
65	265	197	0	1	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	21	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1__Bacteria;2__Bacteroidetes;3__Bacteroidia;4__Bacteroidales;5__Porphyromonadaceae;6__Parabacteroides;7__Parabacteroides sp. YL27
66	28	26	0	1	0	1	0	0	0	400	0	0	0	0	1	2	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	1	0	0	0	19	0	0	1__Bacteria;2__Verrucomicrobia;3__Verrucomicrobiae;4__Verrucomicrobiales;5__Akkermansiaceae;6__Akkermansia;7__Akkermansia_u
67	128	283	0	6	0	0	0	0	0	14	0	1	0	0	3	1	0	0	0	0	0	0	0	17	5	1	5	0	0	0	0	0	0	0	0	0	0	0	0	1__Bacteria;2__Firmicutes;3__Erysipelotrichia;4__Erysipelotrichales;5__Erysipelotrichaceae;6__Faecalibaculum;7__Faecalibaculum rodentium
68	7	3	1	145	1	0	1	0	0	2	30	9	0	0	0	0	6	1	0	3	15	1	3	7	62	0	2	0	0	6	1	11	61	1	3	25	34	6	12	1__Bacteria;2__Fusobacteria;3__Fusobacteriia;4__Fusobacteriales;5__Leptotrichiaceae;6__Leptotrichia;7__Leptotrichia_u
69	38	22	9	9	0	3	8	0	0	130	5	11	0	6	57	24	21	6	0	15	9	0	0	15	2	11	10	1	0	5	0	25	4	0	1	0	2	0	4	1__Bacteria;2__Actinobacteria;3__Actinobacteria;4__Corynebacteriales;5__Corynebacteriaceae;6__Corynebacteriaceae_u;7__Corynebacteriaceae_u_u
70	9	1	1	0	2	1	0	12	0	25	0	0	0	0	1	0	0	0	0	0	9	0	330	0	4	8	7	0	0	1	0	5	10	0	0	4	0	0	15	1__Bacteria;2__Proteobacteria;3__Gammaproteobacteria;4__Alteromonadales;5__Alteromonadaceae;6__Marinobacter;7__Marinobacter_u
71	20	24	3	91	1	2	3	0	0	26	1	14	0	0	15	22	12	1	1	8	15	6	0	12	37	1	3	1	0	12	1	20	53	3	8	7	6	0	6	1__Bacteria;2__Bacteroidetes;3__Flavobacteriia;4__Flavobacteriales;5__Flavobacteriaceae;6__Flavobacteriaceae_u;7__Flavobacteriaceae_u_u
72	82	45	6	32	1	6	10	0	1	15	0	13	4	1	6	33	6	3	2	10	8	2	0	17	3	0	4	0	1	3	1	9	7	1	0	3	95	0	2	1__Bacteriophages;2__I:dsDNA;3__Caudovirales;4__Siphoviridae;5__Siphoviridae_n;6__Siphoviridae_n_n;7__Moraxella phage Mcat16
73	193	74	0	9	1	0	0	0	0	7	0	0	0	0	0	0	0	0	1	1	0	0	0	8	1	0	0	0	0	0	0	0	1	0	0	0	131	0	0	1__Bacteria;2__Bacteroidetes;3__Bacteroidia;4__Bacteroidales;5__Rikenellaceae;6__Alistipes;7__Alistipes_u
74	1	4	7	0	0	0	5	0	22	1	0	2	1	0	0	2	2	11	0	5	0	3	0	0	4	43	84	22	44	91	2	2	0	0	0	48	0	15	2	1__Viruses;2__III:dsRNA;3__III:dsRNA_n;4__Partitiviridae;5__Partitiviridae_n;6__Partitiviridae_n_n;7__Pittosporum cryptic virus-1
75	0	3	0	63	3	1	3	0	1	22	0	2	0	2	2	4	138	5	1	1	2	2	5	12	12	1	1	4	9	105	0	4	1	1	0	1	1	5	2	1__Bacteria;2__Actinobacteria;3__Actinobacteria;4__Corynebacteriales;5__Corynebacteriaceae;6__Corynebacterium;7__Corynebacterium durum
76	144	91	1	3	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	6	0	1	0	0	0	0	0	0	0	0	0	1	163	0	0	1__Bacteria;2__Bacteroidetes;3__Bacteroidia;4__Bacteroidales;5__Bacteroidaceae;6__Bacteroidaceae_u;7__Bacteroidaceae_u_u
77	12	6	2	153	0	1	2	0	0	1	19	3	0	0	0	1	0	4	0	5	15	2	0	19	42	2	1	1	0	0	0	2	42	1	1	13	23	4	26	1__Bacteria;2__Fusobacteria;3__Fusobacteriia;4__Fusobacteriales;5__Leptotrichiaceae;6__Leptotrichiaceae_u;7__Leptotrichiaceae_u_u
78	15	15	0	11	0	3	7	0	1	9	0	15	5	14	21	171	15	4	0	11	1	4	0	20	10	2	2	0	0	2	1	2	7	0	0	0	8	0	14	1__Bacteria;2__Proteobacteria;3__Gammaproteobacteria;4__Pseudomonadales;5__Moraxellaceae;6__Acinetobacter;7__Acinetobacter baumannii
79	1	0	0	0	0	0	0	0	0	376	0	0	0	0	0	1	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1__Bacteria;2__Actinobacteria;3__Actinobacteria;4__Corynebacteriales;5__Corynebacteriaceae;6__Corynebacterium;7__Corynebacterium aurimucosum
80	30	101	1	145	0	0	3	0	0	0	0	0	0	0	0	4	1	0	0	1	0	1	0	3	34	0	1	2	0	5	15	18	1	0	0	4	7	0	0	1__Bacteria;2__Firmicutes;3__Negativicutes;4__Veillonellales;5__Veillonellaceae;6__Veillonellaceae_u;7__Veillonellaceae_u_u
81	23	8	21	0	4	2	4	0	0	7	22	16	0	7	19	32	33	0	3	4	24	1	4	19	2	10	14	0	1	0	0	56	17	0	0	1	8	0	14	1__Bacteria;2__Actinobacteria;3__Actinobacteria;4__Corynebacteriales;5__Corynebacteriaceae;6__Turicella;7__Turicella otitidis
82	0	1	0	155	0	0	0	0	0	0	2	2	0	0	0	0	1	34	0	2	87	9	0	0	46	0	0	0	0	3	0	7	13	2	1	0	0	9	1	1__Bacteria;2__Fusobacteria;3__Fusobacteriia;4__Fusobacteriales;5__Fusobacteriaceae;6__Fusobacteriaceae_u;7__Fusobacteriaceae_u_u
83	9	2	3	1	4	22	6	5	0	57	3	28	0	0	9	16	1	3	0	14	6	1	44	33	7	4	0	1	0	12	0	7	16	0	0	0	5	0	47	1__Bacteria;2__Proteobacteria;3__Gammaproteobacteria;4__Pseudomonadales;5__Moraxellaceae;6__Acinetobacter;7__Acinetobacter_u
84	6	0	18	1	0	1	3	0	12	1	0	13	0	0	8	11	7	4	0	5	7	2	0	2	9	38	8	120	33	17	1	9	4	0	0	11	0	9	0	1__Eukaryota;2__Ascomycota;3__Ascomycota_u;4__Ascomycota_u_u;5__Ascomycota_u_u_u;6__Ascomycota_u_u_u_u;7__Ascomycota_u_u_u_u_u
