#Taxonomy
#OTU ID	C01	C02	C03	C04	C05	L01	L02	L03	L04	L05	L06	L07	L08	L09	S01	S02	S03	S04	S05	S06	S07	S08	S09	S10	S11	S12	S13	S14	S15	S16	V01	V02	V04	V05	V06	V07	V08	V09	V10	taxonomy
14	0	0	0	0	0	0	0	1	0	7	2	0	0	0	0	0	0	0	0	0	7	0	2	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1__Viruses;2__I:dsDNA;3__I:dsDNA_n;4__Papillomaviridae;5__Papillomaviridae_n;6__Alphapapillomavirus;7__Alphapapillomavirus 9
15	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1__Viruses;2__I:dsDNA;3__Herpesvirales;4__Herpesviridae;5__Herpesviridae_u;6__Herpesviridae_u_u;7__Herpesviridae_u_u_u
16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	16	0	0	0	0	0	0	0	0	0	1__Viruses;2__I:dsDNA;3__I:dsDNA_n;4__Mimiviridae;5__Mimiviridae_n;6__Mimiviridae_n_n;7__Mimivirus terra2
17	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	7	0	0	0	0	0	1	0	0	0	1__Viruses;2__I:dsDNA;3__I:dsDNA_n;4__Baculoviridae;5__Baculoviridae_n;6__Betabaculovirus;7__Choristoneura occidentalis granulovirus
18	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1__Viruses;2__V:(-)ssRNA;3__V:(-)ssRNA_n;4__Arenaviridae;5__Arenaviridae_n;6__Mammarenavirus;7__Luna mammarenavirus
19	0	0	0	1	0	0	3	0	0	0	0	2	0	0	0	0	0	5	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1__Viruses;2__IV:(+)ssRNA;3__IV:(+)ssRNA_n;4__Closteroviridae;5__Closteroviridae_n;6__Ampelovirus;7__Grapevine leafroll-associated virus 1
20	1	0	0	0	0	0	0	0	0	1	0	3	0	0	2	0	0	0	1	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1__Viruses;2__I:dsDNA;3__I:dsDNA_n;4__Marseilleviridae;5__Marseilleviridae_n;6__Marseilleviridae_n_n;7__Tokyovirus A1
21	0	0	0	0	0	0	1	0	0	1	3	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1__Viruses;2__VI-VII:RT;3__VI-VII:RT_n;4__Retroviridae;5__Retroviridae_n;6__Retroviridae_n_n;7__Retroviridae_n_n_u
22	0	0	0	0	0	0	0	0	0	2	0	0	0	0	5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1__Viruses;2__VI-VII:RT;3__VI-VII:RT_n;4__Retroviridae;5__Orthoretrovirinae;6__Lentivirus;7__Human immunodeficiency virus 2
23	0	0	0	0	0	0	0	0	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1__Viruses;2__VI-VII:RT;3__VI-VII:RT_n;4__Retroviridae;5__Retroviridae_u;6__Retroviridae_u_u;7__Retroviridae_u_u_u
24	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1__Viruses;2__V:(-)ssRNA;3__Mononegavirales;4__Mononegavirales_n;5__Pneumoviridae;6__Orthopneumovirus;7__Human respiratory syncytial virus
25	0	1	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1__Viruses;2__I:dsDNA;3__I:dsDNA_n;4__I:dsDNA_n_u;5__I:dsDNA_n_u_u;6__I:dsDNA_n_u_u_u;7__I:dsDNA_n_u_u_u_u
26	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1__Viruses;2__I:dsDNA;3__I:dsDNA_n;4__Phycodnaviridae;5__Phycodnaviridae_n;6__Coccolithovirus;7__Coccolithovirus_u
27	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1__Viruses;2__I:dsDNA;3__Herpesvirales;4__Herpesviridae;5__Gammaherpesvirinae;6__Lymphocryptovirus;7__Human herpesvirus 4
28	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1__Viruses;2__I:dsDNA;3__Herpesvirales;4__Herpesviridae;5__Alphaherpesvirinae;6__Mardivirus;7__Gallid herpesvirus 2
29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1__Viruses;2__V:(-)ssRNA;3__V:(-)ssRNA_n;4__Bunyaviridae;5__Bunyaviridae_n;6__Orthobunyavirus;7__Tete virus
30	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1__Viruses;2__I:dsDNA;3__I:dsDNA_n;4__Poxviridae;5__Chordopoxvirinae;6__Chordopoxvirinae_u;7__Chordopoxvirinae_u_u
31	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1__Viruses;2__I:dsDNA;3__Herpesvirales;4__Herpesviridae;5__Alphaherpesvirinae;6__Scutavirus;7__Testudinid herpesvirus 3
32	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1__Viruses;2__III:dsRNA;3__III:dsRNA_n;4__Totiviridae;5__Totiviridae_n;6__Totiviridae_n_u;7__Totiviridae_n_u_u
33	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1__Viruses;2__I:dsDNA;3__Herpesvirales;4__Herpesvirales_u;5__Herpesvirales_u_u;6__Herpesvirales_u_u_u;7__Herpesvirales_u_u_u_u
34	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1__Viruses;2__III:dsRNA;3__III:dsRNA_n;4__Totiviridae;5__Totiviridae_n;6__Totivirus;7__Scheffersomyces segobiensis virus L
35	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1__Viruses;2__I:dsDNA;3__I:dsDNA_n;4__Papillomaviridae;5__Papillomaviridae_n;6__Betapapillomavirus;7__Betapapillomavirus 2
36	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1__Viruses;2__I:dsDNA;3__Herpesvirales;4__Herpesviridae;5__Alphaherpesvirinae;6__Varicellovirus;7__Suid herpesvirus 1
37	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1__Viruses;2__I:dsDNA;3__I:dsDNA_n;4__Poxviridae;5__Chordopoxvirinae;6__Orthopoxvirus;7__Cowpox virus
38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1__Viruses;2__VI-VII:RT;3__VI-VII:RT_n;4__Retroviridae;5__Orthoretrovirinae;6__Deltaretrovirus;7__Primate T-lymphotropic virus 1
39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1__Viruses;2__IV:(+)ssRNA;3__Picornavirales;4__Iflaviridae;5__Iflaviridae_n;6__Iflavirus;7__Deformed wing virus
40	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1__Viruses;2__IV:(+)ssRNA;3__Picornavirales;4__Picornaviridae;5__Picornaviridae_n;6__Enterovirus;7__Enterovirus B
41	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1__Viruses;2__I:dsDNA;3__Herpesvirales;4__Herpesviridae;5__Betaherpesvirinae;6__Roseolovirus;7__Human herpesvirus 6B
42	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1__Viruses;2__I:dsDNA;3__I:dsDNA_n;4__Phycodnaviridae;5__Phycodnaviridae_n;6__Chlorovirus;7__Chlorovirus_u
43	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1__Viruses;2__I:dsDNA;3__Herpesvirales;4__Herpesviridae;5__Alphaherpesvirinae;6__Mardivirus;7__Gallid herpesvirus 3
44	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1__Viruses;2__IV:(+)ssRNA;3__IV:(+)ssRNA_n;4__Closteroviridae;5__Closteroviridae_n;6__Ampelovirus;7__Grapevine leafroll-associated virus 8
45	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1__Viruses;2__I:dsDNA;3__I:dsDNA_n;4__Phycodnaviridae;5__Phycodnaviridae_n;6__Phycodnaviridae_n_n;7__Aureococcus anophagefferens virus
46	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1__Viruses;2__VI-VII:RT;3__VI-VII:RT_n;4__Retroviridae;5__Orthoretrovirinae;6__Gammaretrovirus;7__Murine leukemia virus
47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1__Viruses;2__I:dsDNA;3__I:dsDNA_n;4__Phycodnaviridae;5__Phycodnaviridae_n;6__Prasinovirus;7__Bathycoccus sp. RCS1605 virus BpV
48	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1__Viruses;2__I:dsDNA;3__I:dsDNA_n;4__Polyomaviridae;5__Polyomaviridae_n;6__Betapolyomavirus;7__Macaca mulatta polyomavirus 1
49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1__Viruses;2__I:dsDNA;3__I:dsDNA_n;4__Poxviridae;5__Chordopoxvirinae;6__Leporipoxvirus;7__Rabbit fibroma virus
50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1__Viruses;2__I:dsDNA;3__I:dsDNA_n;4__I:dsDNA_n_n;5__I:dsDNA_n_n_n;6__I:dsDNA_n_n_n_n;7__Micromonas pusilla virus 12T
51	92	136	44	48	7	47	44	12	0	378	55	127	18	75	221	894	75	12	33	97	523	29	43	354	46	31	64	12	8	42	2	253	54	3	0	15	46	3	92	1__Eukaryota;2__Basidiomycota;3__Malasseziomycetes;4__Malasseziales;5__Malasseziaceae;6__Malassezia;7__Malassezia globosa
52	49	56	39	7	2	9	36	0	3	30	15	31	3	20	135	391	30	31	40	34	125	38	1	152	19	28	23	9	8	61	16	79	18	5	0	14	5	3	21	1__Eukaryota;2__Basidiomycota;3__Basidiomycota_u;4__Basidiomycota_u_u;5__Basidiomycota_u_u_u;6__Basidiomycota_u_u_u_u;7__Basidiomycota_u_u_u_u_u
53	6	0	18	1	0	1	3	0	12	1	0	13	0	0	8	11	7	4	0	5	7	2	0	2	9	38	8	120	33	17	1	9	4	0	0	11	0	9	0	1__Eukaryota;2__Ascomycota;3__Ascomycota_u;4__Ascomycota_u_u;5__Ascomycota_u_u_u;6__Ascomycota_u_u_u_u;7__Ascomycota_u_u_u_u_u
54	4	0	2	0	0	3	3	58	0	50	1	23	0	2	3	8	3	0	0	3	51	1	39	7	1	0	1	0	0	1	0	7	2	0	0	1	0	0	8	1__Eukaryota;2__Ascomycota;3__Saccharomycetes;4__Saccharomycetales;5__Debaryomycetaceae;6__Candida;7__Candida orthopsilosis
55	9	14	5	4	2	0	5	0	3	5	2	1	0	1	29	34	2	1	1	3	18	4	0	9	2	6	12	22	3	5	3	15	3	1	0	1	0	4	5	1__Eukaryota;2__undetermined Eukaryota;3__undetermined Eukaryota;4__undetermined Eukaryota;5__undetermined Eukaryota;6__undetermined Eukaryota;7__undetermined Eukaryota
56	4	0	0	0	0	1	1	11	1	49	4	0	0	0	1	59	0	1	0	5	0	0	20	21	2	3	2	7	0	0	0	11	1	0	0	0	0	2	1	1__Eukaryota;2__Ascomycota;3__Saccharomycetes;4__Saccharomycetales;5__Dipodascaceae;6__Yarrowia;7__Yarrowia lipolytica
57	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	133	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1__Eukaryota;2__Ascomycota;3__Eurotiomycetes;4__Eurotiales;5__Aspergillaceae;6__Penicillium;7__Penicillium rubens
58	0	0	1	0	0	0	4	0	12	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	2	5	6	4	14	2	0	0	1	0	0	2	0	13	0	1__Eukaryota;2__Ascomycota;3__Eurotiomycetes;4__Onygenales;5__Onygenales_n;6__Coccidioides;7__Coccidioides immitis
59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	32	3	1	0	2	0	0	0	0	0	0	0	1__Eukaryota;2__Basidiomycota;3__Wallemiomycetes;4__Wallemiales;5__Wallemiales_n;6__Wallemia;7__Wallemia mellicola
60	2	0	0	1	0	0	3	0	0	0	0	2	0	0	5	0	0	0	0	0	3	0	0	0	0	2	1	13	1	7	0	0	0	0	0	0	0	0	0	1__Eukaryota;2__Ascomycota;3__Schizosaccharomycetes;4__Schizosaccharomycetales;5__Schizosaccharomycetaceae;6__Schizosaccharomyces;7__Schizosaccharomyces octosporus
61	0	0	0	0	0	0	0	0	0	18	0	0	0	0	1	6	0	0	1	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	8	1__Eukaryota;2__Ascomycota;3__Eurotiomycetes;4__Chaetothyriales;5__Herpotrichiellaceae;6__Coniosporium;7__Coniosporium apollinis
62	0	1	1	1	0	0	5	0	2	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	2	6	1	0	1	0	0	0	2	0	4	1	1__Eukaryota;2__Ascomycota;3__Saccharomycetes;4__Saccharomycetales;5__Metschnikowiaceae;6__Clavispora;7__Clavispora lusitaniae
63	4	17	1	0	0	0	2	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	2	0	0	1__Eukaryota;2__Chytridiomycota;3__Chytridiomycetes;4__Spizellomycetales;5__Spizellomycetaceae;6__Spizellomyces;7__Spizellomyces punctatus
64	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	2	3	8	0	3	1	3	0	0	0	0	0	0	0	1__Eukaryota;2__Ascomycota;3__Pneumocystidomycetes;4__Pneumocystidales;5__Pneumocystidaceae;6__Pneumocystis;7__Pneumocystis murina
65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1__Eukaryota;2__Ascomycota;3__Eurotiomycetes;4__Eurotiales;5__Aspergillaceae;6__Penicillium;7__Penicillium digitatum
66	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1__Eukaryota;2__Ascomycota;3__Eurotiomycetes;4__Onygenales;5__Ajellomycetaceae;6__Histoplasma;7__Histoplasma capsulatum
67	4	0	0	5	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	4	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1__Eukaryota;2__Ascomycota;3__Eurotiomycetes;4__Eurotiales;5__Aspergillaceae;6__Penicillium;7__Penicillium_u
68	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	0	0	0	2	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1__Eukaryota;2__Ascomycota;3__Eurotiomycetes;4__Eurotiales;5__Trichocomaceae;6__Talaromyces;7__Talaromyces_u
69	0	6	0	1	0	0	0	0	0	0	0	0	0	0	2	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1__Eukaryota;2__Basidiomycota;3__Ustilaginomycetes;4__Ustilaginales;5__Ustilaginaceae;6__Ustilaginaceae_u;7__Ustilaginaceae_u_u
70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1__Eukaryota;2__Ascomycota;3__Dothideomycetes;4__Pleosporales;5__Pleosporaceae;6__Pyrenophora;7__Pyrenophora tritici-repentis
71	0	3	1	0	0	0	0	0	0	0	0	3	0	0	1	0	0	1	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1__Eukaryota;2__Basidiomycota;3__Mixiomycetes;4__Mixiales;5__Mixiaceae;6__Mixia;7__Mixia osmundae
72	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1__Eukaryota;2__Ascomycota;3__Saccharomycetes;4__Saccharomycetales;5__Saccharomycetaceae;6__Saccharomyces;7__Saccharomyces cerevisiae
73	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1__Eukaryota;2__Ascomycota;3__Sordariomycetes;4__Hypocreales;5__Cordycipitaceae;6__Beauveria;7__Beauveria bassiana
74	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	1	2	0	1	0	0	0	0	3	0	1	0	0	1	0	0	0	0	0	0	0	1__Eukaryota;2__Ascomycota;3__Sordariomycetes;4__Sordariales;5__Chaetomiaceae;6__Chaetomium;7__Chaetomium globosum
75	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	1	0	1__Eukaryota;2__Basidiomycota;3__Pucciniomycetes;4__Pucciniales;5__Melampsoraceae;6__Melampsora;7__Melampsora larici-populina
76	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1__Eukaryota;2__Ascomycota;3__Saccharomycetes;4__Saccharomycetales;5__Debaryomycetaceae;6__Debaryomycetaceae_u;7__Debaryomycetaceae_u_u
77	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1__Eukaryota;2__Basidiomycota;3__Agaricomycetes;4__Agaricomycetes_u;5__Agaricomycetes_u_u;6__Agaricomycetes_u_u_u;7__Agaricomycetes_u_u_u_u
78	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	1	0	1__Eukaryota;2__Ascomycota;3__Schizosaccharomycetes;4__Schizosaccharomycetales;5__Schizosaccharomycetaceae;6__Schizosaccharomyces;7__Schizosaccharomyces_u
79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1__Eukaryota;2__Ascomycota;3__Sordariomycetes;4__Sordariales;5__Sordariaceae;6__Sordaria;7__Sordaria macrospora
80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1__Eukaryota;2__Ascomycota;3__Saccharomycetes;4__Saccharomycetales;5__Saccharomycetaceae;6__Tetrapisispora;7__Tetrapisispora blattae
81	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1__Eukaryota;2__Ascomycota;3__Dothideomycetes;4__Capnodiales;5__Mycosphaerellaceae;6__Mycosphaerellaceae_u;7__Mycosphaerellaceae_u_u
82	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1__Eukaryota;2__Ascomycota;3__Dothideomycetes;4__Pleosporales;5__Pleosporaceae;6__Bipolaris;7__Bipolaris_u
83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	1__Eukaryota;2__Ascomycota;3__Saccharomycetes;4__Saccharomycetales;5__Saccharomycetales_u;6__Saccharomycetales_u_u;7__Saccharomycetales_u_u_u
84	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1__Eukaryota;2__Microsporidia;3__Microsporidia_n;4__Microsporidia_n_n;5__Microsporidia_n_n_n;6__Mitosporidium;7__Mitosporidium daphniae
85	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1__Eukaryota;2__Ascomycota;3__Sordariomycetes;4__Togniniales;5__Togniniaceae;6__Phaeoacremonium;7__Phaeoacremonium minimum
